playerName,seasonStartYear,inflationAdjSalary,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,target
Corsley Edwards,2004,457,10,1,3,0,0,0,1,1,1,2,0,0,0,0,1,2,6
Derrick Caracter,2010,457,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Travis Wear,2015,457,12,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,6
Henry Sims,2014,451,18,2,6,0,0,1,2,1,3,4,1,0,0,1,2,7,6
Walker Russell,2011,450,12,1,3,0,0,0,0,0,0,0,2,0,0,1,1,3,6
Jarnell Stokes,2015,448,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,6
Kalin Lucas,2016,447,5,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,6
Omar Cook,2001,446,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,6
Ivano Newbill,1996,445,10,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,6
Carl Thomas,1996,445,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Rumeal Robinson,1996,445,8,1,2,0,1,0,0,0,0,0,1,0,0,0,1,3,6
Xavier McDaniel,1996,440,16,1,4,0,0,0,1,1,2,4,0,0,0,0,2,4,6
Jerome Allen,1997,440,11,1,2,0,1,0,0,0,0,1,2,0,0,0,1,3,6
Shane Heal,1998,439,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Tony Bobbitt,2004,437,5,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,6
Lamar Patterson,2015,435,9,0,2,0,1,0,0,0,1,1,1,0,0,0,1,2,6
Nate Wolters,2015,435,18,2,5,0,0,0,1,0,1,2,2,0,0,0,1,5,6
Willie Burton,1996,429,10,1,3,0,1,1,2,0,0,1,0,0,0,0,1,4,6
Tony Smith,1996,429,16,1,4,0,1,0,0,0,0,1,2,0,0,1,1,4,6
Darrin Hancock,1996,429,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Litterial Green,1996,429,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6
Larry Stewart,1996,429,12,1,3,0,0,0,1,1,1,2,0,0,0,0,1,4,6
Mark Bradtke,1996,429,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,6
Eric Leckner,1996,429,6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Chris Jent,1996,429,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Ashraf Amaya,1996,429,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,6
David Wood,1996,429,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Kevin Duckworth,1996,429,14,1,3,0,0,0,0,0,1,2,0,0,0,1,2,4,6
Fred Roberts,1996,429,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6
Rich Manning,1996,429,7,1,3,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Donnie Boyce,1996,429,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,6
Tracy Moore,1996,429,8,1,3,0,1,0,1,0,0,0,0,0,0,0,0,3,6
Greg Dreiling,1996,429,9,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Donald Whiteside,1996,421,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,6
Reggie Geary,1996,421,8,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,6
Yante Maten,2018,415,6,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,6
Mark Hendrickson,1997,413,12,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,6
Lorenzo Brown,2016,411,10,1,3,0,1,0,0,0,1,1,1,0,0,0,0,2,6
James Collins,1997,410,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Travis Williams,1997,410,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,3,6
Jeff Nordgaard,1997,410,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Chris Garner,1997,410,9,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,6
Derek Grimm,1997,410,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
God Shammgod,1997,410,6,0,2,0,0,1,1,0,0,0,1,0,0,1,1,3,6
Lari Ketner,1999,409,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
John Long,1996,408,11,1,3,0,1,0,0,0,1,1,0,0,0,0,0,4,6
Maalik Wayns,2012,408,6,0,3,0,1,0,0,0,0,0,1,0,0,0,1,2,6
Damone Brown,2002,403,8,1,3,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Erick Green,2014,402,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,6
Aaron Harrison,2016,401,8,0,2,0,1,0,0,0,0,1,0,0,0,0,1,2,6
Dean Wade,2019,397,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,6
James Nunnally,2015,391,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Josh Davis,2008,389,6,0,2,0,1,0,0,0,0,1,0,0,0,0,1,2,6
Stephen Howard,1996,387,6,1,2,0,0,0,1,0,0,1,0,0,0,0,1,3,6
Mark Davis,1997,385,17,2,5,0,0,1,1,1,1,3,1,0,0,1,2,6,6
Jonathan Kerner,1999,384,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6
Steve Hamer,1996,381,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Ray Owes,1996,381,9,1,3,0,0,0,0,1,1,2,0,0,0,0,1,3,6
James Scott,1996,381,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Brett Szabo,1996,381,8,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Will Conroy,2009,373,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Elijah Millsap,2014,372,15,1,4,0,1,1,1,0,2,2,1,0,0,1,2,4,6
Juan Toscano-Anderson,2019,371,20,2,4,0,1,0,0,0,3,4,2,1,0,1,2,5,6
Norvel Pelle,2019,371,9,1,1,0,0,0,0,0,2,2,0,0,1,0,2,2,6
Ky Bowman,2019,371,22,2,7,0,2,0,0,0,2,2,2,0,0,1,2,7,6
Matt Freije,2005,370,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,3,6
Kyle Collinsworth,2016,369,14,1,3,0,0,0,1,1,2,3,1,0,0,0,1,3,6
Kaniel Dickens,2004,368,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Art Long,2000,366,11,1,3,0,0,0,0,1,1,3,0,0,0,0,2,3,6
Brandon Davies,2013,359,12,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,6
Tim Quarterman,2016,359,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Steve Goodrich,2000,359,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Keith Langford,2007,355,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,6
Earl Cureton,1996,355,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
Marshall Plumlee,2016,349,7,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,6
Ratko Varda,2001,348,5,2,3,0,0,1,1,0,1,1,0,0,0,1,3,5,6
Dean Oliver,2001,343,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,6
Alex Poythress,2017,343,10,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,6
Drew Barry,1998,343,9,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,6
Matt Fish,1996,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Luis Montero,2016,341,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Dijon Thompson,2005,338,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Randell Jackson,1998,334,9,1,3,0,0,0,1,1,0,1,0,0,0,0,1,4,6
Robert Whaley,2005,334,8,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Daniel Ochefu,2016,334,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Demetris Nichols,2007,333,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Ben Uzoh,2010,332,12,1,4,0,0,0,1,0,1,2,2,0,0,0,1,3,6
Kenny Smith,1996,329,15,2,4,1,2,0,0,0,0,0,2,0,0,1,0,6,6
Sean Lampley,2002,329,11,1,3,0,0,1,2,0,1,2,0,0,0,0,1,4,6
Kevin Burleson,2005,325,8,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,6
Garret Siler,2010,325,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,6
Lloyd Daniels,1996,319,13,1,5,0,2,0,0,0,0,1,1,0,0,0,1,4,6
Ben Bentil,2016,317,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Briante Weber,2016,317,12,1,3,0,0,0,0,0,1,1,1,0,0,0,1,3,6
Andre Dawkins,2014,309,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Jonathan Gibson,2017,307,12,2,5,1,2,1,1,0,1,1,1,0,0,1,1,6,6
Brandon Goodwin,2018,307,9,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,6
Chris Richard,2008,305,10,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,6
Joe Stephens,1998,303,9,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,6
Zabian Dowdell,2010,302,11,2,5,0,0,0,0,0,0,0,2,0,0,1,1,5,6
Dionte Christmas,2013,302,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,6
Mickell Gladness,2011,298,9,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,5
Damion Lee,2017,296,22,3,8,1,3,1,1,0,3,3,1,0,0,0,1,9,5
Ben Handlogten,2004,295,11,1,3,0,0,0,1,1,1,3,0,0,0,0,2,4,5
JamesOn Curry,2008,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Anthony Goldwire,2000,295,18,2,5,0,2,1,1,0,1,1,2,0,0,0,1,6,5
Lou Roe,1997,294,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,5
Ben Davis,1998,293,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Torraye Braggs,2001,289,7,0,1,0,0,0,0,1,1,2,0,0,0,0,1,2,5
Adrian Caldwell,1998,288,12,0,2,0,0,0,1,1,2,3,0,0,0,0,1,2,5
Lester Hudson,2011,287,9,1,4,0,1,0,0,0,0,1,1,0,0,0,0,4,5
Andrew Goudelock,2012,283,9,1,4,0,1,0,0,0,0,0,0,0,0,0,0,4,5
Anthony Miller,1999,282,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,2,5
Jarvis Varnado,2013,273,10,1,1,0,0,0,1,0,1,1,0,0,0,0,1,2,5
Mike Penberthy,2000,271,14,1,4,0,2,0,0,0,0,1,1,0,0,0,1,4,5
Jeff Foote,2011,271,9,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,5
Brandon Williams,1998,268,8,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,5
Kris Joseph,2012,267,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Gaylon Nickerson,1996,265,10,1,3,0,0,1,1,0,1,1,0,0,0,0,0,3,5
Casey Shaw,1998,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Scott Brooks,1996,256,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Antonius Cleveland,2018,255,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5
Chris Wright,2012,255,8,1,2,0,0,0,1,0,1,1,0,0,0,0,1,3,5
Manny Harris,2012,248,16,2,5,0,1,1,1,0,2,2,1,0,0,1,1,6,4
Alex Kirk,2014,244,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Michael Frazier,2017,244,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4
Trevor Winter,1998,243,4,0,0,0,0,0,0,1,2,3,0,0,0,0,5,0,4
Jimmy Oliver,1998,236,8,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,4
Desmon Farmer,2007,236,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,4
Jarell Eddie,2015,232,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4
DeMarcus Nelson,2008,226,12,1,4,0,0,0,1,0,1,1,1,0,0,1,1,4,4
Jason Lawson,1998,225,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4
Dedric Willoughby,1999,220,19,2,7,1,3,1,2,0,1,2,2,0,0,1,1,7,4
Arinze Onuaku,2014,220,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4
Kebu Stewart,1998,220,6,0,1,0,0,1,1,0,1,2,0,0,0,0,0,2,4
Aaron Miles,2005,217,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Andreas Glyniadakis,2006,215,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Steven Smith,2006,215,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Chris McCray,2006,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Chris Smith,2013,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nigel Hayes,2017,214,13,1,3,0,1,0,0,0,2,2,0,0,0,0,0,3,4
Jaylen Adams,2018,214,11,1,3,0,2,0,0,0,1,1,1,0,0,0,1,3,4
Darington Hobson,2010,212,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,4
Adam Harrington,2002,212,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
James Thomas,2005,207,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,4
Carldell Johnson,2011,202,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,4
Mychel Thompson,2011,202,18,1,4,0,2,0,0,0,1,1,1,0,0,1,1,3,4
Darius Washington,2007,201,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,4
Benoit Benjamin,1999,201,10,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,4
Mychal Mulder,2019,199,28,3,9,2,7,1,1,0,2,3,1,0,0,0,2,11,3
A.J. Bramlett,1999,194,7,0,2,0,0,0,0,1,1,2,0,0,0,0,1,1,3
Omari Johnson,2017,189,18,2,5,1,3,0,0,1,1,2,1,0,0,0,1,5,3
Rick Hughes,1999,188,10,1,3,0,0,0,1,1,1,2,0,0,0,0,1,3,3
Courtney Sims,2007,187,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Steven Hill,2008,184,2,1,1,0,0,0,0,2,1,3,0,0,0,0,0,2,3
Rodney Purvis,2017,183,17,2,6,0,3,0,0,0,1,1,1,0,0,0,1,6,3
DeMarco Johnson,1999,182,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3
James Southerland,2013,181,7,1,3,0,1,0,0,0,2,2,0,0,0,0,0,3,3
Mike Hall,2006,181,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Antonio Anderson,2009,176,14,1,3,0,0,0,0,1,0,1,0,0,0,1,1,2,3
Shawn Long,2016,174,12,3,6,0,1,1,1,2,2,4,0,0,0,0,2,8,3
Scott Machado,2015,174,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Trey Johnson,2009,172,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Stacey King,1997,169,8,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,3
Tim Ohlbrecht,2012,168,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3
Luguentz Dort,2019,165,23,2,7,1,3,1,1,0,1,2,0,0,0,0,2,7,3
Sharrod Ford,2005,163,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,3
Ben Moore,2017,162,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
Mike Tobey,2016,156,12,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,3
Blake Ahearn,2008,155,10,1,3,0,2,1,1,0,0,1,1,0,0,1,1,4,3
Yuta Tabuse,2004,154,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,3
Johnathan Williams,2018,154,13,2,3,0,0,0,1,1,2,4,0,0,0,0,2,5,3
Larry Drew II,2015,153,12,1,3,0,1,0,0,0,0,0,2,0,0,1,0,2,3
Jaylen Morris,2017,151,12,1,4,0,1,0,0,0,1,2,1,0,0,0,0,3,3
Robert Werdann,1997,150,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3
Patricio Garino,2016,148,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2
Jarrod Uthoff,2016,146,10,1,3,0,1,0,0,0,1,1,0,0,0,0,0,3,2
Devin Gray,1999,144,5,0,2,0,0,0,1,0,0,1,0,0,0,0,1,2,2
Bryce Cotton,2014,143,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,2
Darius Johnson-Odom,2012,142,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Darryl Watkins,2007,142,11,0,2,0,0,0,1,0,1,2,0,0,0,1,1,2,2
Milton Doyle,2017,141,12,1,4,0,2,0,0,0,1,1,1,0,0,0,1,3,2
David Stockton,2015,140,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2
Oshae Brissett,2019,137,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Deng Gai,2005,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jack Cooley,2015,129,7,0,2,0,0,1,1,1,1,2,0,0,0,0,1,2,2
Joe Chealey,2018,128,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PJ Dozier,2018,121,11,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,2
Will Cherry,2014,121,8,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,2
Othyus Jeffers,2013,121,10,1,2,0,0,1,1,0,1,2,0,0,0,0,1,3,2
Jabari Brown,2014,119,29,3,8,1,3,3,4,0,1,1,2,0,0,1,1,11,2
Chris Chiozza,2018,116,12,1,4,0,2,0,0,0,1,1,2,0,0,0,1,4,2
Elias Harris,2013,116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Marcus Paige,2016,113,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2
Xavier Munford,2016,113,14,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,2
Dennis Horner,2011,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chris Babb,2013,107,8,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,2
Donta Hall,2019,107,12,1,2,0,0,0,1,1,2,3,0,0,0,0,2,3,2
Alex Stepheson,2015,105,8,1,3,0,0,0,1,2,1,3,0,0,0,0,1,2,2
Emanuel Terry,2018,102,7,1,2,0,0,0,1,1,1,2,0,1,0,0,1,3,2
Jamel Thomas,1999,95,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1
Geno Carlisle,2004,94,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Josh Gray,2018,93,15,1,6,0,1,1,1,0,1,1,2,1,0,1,1,4,1
Tang Hamilton,2001,92,10,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,1
Derrick Walton,2018,86,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Larry Owens,2010,86,11,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,1
Erik McCree,2017,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jamil Wilson,2017,85,17,2,5,1,4,0,0,0,1,2,0,0,0,0,2,7,1
Andrew White,2017,85,13,1,4,1,3,0,0,0,2,2,0,0,0,0,0,4,1
Vince Hunter,2017,85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
London Perrantes,2017,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mangok Mathiang,2017,85,4,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,1
Myke Henry,2017,85,18,2,5,0,2,0,0,0,1,1,1,1,0,0,1,5,1
Gian Clavell,2017,85,8,0,2,0,2,0,0,0,0,1,0,0,0,0,1,2,1
Josh Magette,2017,85,9,0,2,0,1,0,0,0,0,0,2,0,0,0,0,2,1
Alec Peters,2017,85,10,1,3,0,2,0,0,0,1,1,0,0,0,0,0,4,1
Jacob Pullen,2017,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jacob Wiley,2017,85,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
Matt Williams,2017,85,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Jamel Artis,2017,85,18,2,5,0,1,0,0,0,2,2,1,0,0,0,0,5,1
Reggie Hearn,2017,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Tyler Cavanaugh,2017,84,10,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,1
William Howard,2019,84,6,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1
Adam Mokoka,2019,84,9,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
Amir Coffey,2019,84,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Tyler Cook,2019,84,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Amile Jefferson,2017,84,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Vic Law,2019,84,6,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1
Tremont Waters,2019,84,9,1,4,0,2,0,0,0,1,1,1,0,0,1,1,3,1
Zylan Cheatham,2019,84,12,1,2,0,0,0,0,0,1,2,0,0,0,1,2,3,1
Devin Robinson,2017,84,13,2,4,0,0,1,1,1,2,3,0,0,0,0,1,6,1
Kobi Simmons,2018,84,19,2,5,0,1,0,0,0,1,1,2,0,0,1,1,5,1
Brian Bowen,2019,84,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Jordan McLaughlin,2019,84,19,2,5,0,2,0,1,0,1,1,4,1,0,1,1,7,1
Moses Brown,2019,84,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Josh Reaves,2019,84,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1
Jarrell Brantley,2019,84,9,0,3,0,1,0,0,0,1,2,1,0,0,0,1,2,1
Justin Wright-Foreman,2019,84,10,1,5,0,2,0,1,0,1,1,1,0,0,0,1,4,1
Gabe Vincent,2019,84,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,1
Kadeem Allen,2017,84,13,1,4,0,1,1,1,0,1,1,2,0,0,0,1,5,1
Kyle Guy,2019,84,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Ruben Nembhard,1997,84,11,1,3,0,0,0,1,0,0,0,1,0,0,0,1,4,1
Garrison Mathews,2019,84,12,1,3,1,2,1,1,0,1,1,0,0,0,0,1,5,1
Kevin Hervey,2019,84,4,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,1
Paul Watson,2019,84,7,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,1
Kelan Martin,2019,84,15,2,5,0,3,0,1,0,2,3,0,0,0,0,1,6,1
Quinndary Weatherspoon,2019,84,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Kyle Alexander,2019,84,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
Jordan Bone,2019,84,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Bol Bol,2019,84,9,1,3,0,1,1,1,0,1,2,0,0,0,1,1,5,1
Marial Shayok,2019,84,6,0,3,0,1,0,1,0,1,1,0,0,0,0,1,2,1
Jeremiah Martin,2019,84,10,2,5,0,1,1,1,0,1,1,1,0,0,0,0,6,1
Matt Mooney,2019,84,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Max Strus,2019,84,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Devontae Cacok,2019,84,8,3,6,0,0,0,0,2,3,5,1,0,0,0,0,6,1
Tariq Owens,2019,84,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Louis King,2019,84,5,0,2,0,1,0,0,0,0,1,0,0,0,0,1,2,1
Tacko Fall,2019,84,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1
John Konchar,2019,84,9,1,1,0,0,0,0,0,1,2,1,0,0,0,0,2,1
Jared Harper,2019,84,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jaylen Hoard,2019,84,8,1,2,0,0,0,0,1,1,2,0,0,0,0,1,3,1
Johnathan Motley,2018,84,7,1,3,0,0,0,1,0,1,2,0,0,0,0,1,4,1
Isaiah Hicks,2017,84,12,1,3,0,0,0,1,0,1,2,0,0,0,0,2,4,1
Keith Benson,2016,84,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
DeVaughn Akoon-Purcell,2018,83,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Deng Adel,2018,83,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Daryl Macon,2018,83,8,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,1
Thomas Welsh,2018,83,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
George King,2018,83,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Drew Gordon,2014,83,7,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,1
Donte Grantham,2018,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kostas Antetokounmpo,2018,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Drew Eubanks,2018,83,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,1
Brandon Sampson,2018,83,14,2,4,0,2,0,0,0,0,1,0,0,0,0,1,5,1
Tyler Davis,2018,83,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Trevon Duval,2018,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yuta Watanabe,2018,83,7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1
Bonzie Colson,2018,83,12,1,4,0,2,1,1,1,2,3,0,0,0,0,0,4,1
Troy Caupain,2018,83,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1
Zach Lofton,2018,83,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Jordan Loyd,2018,83,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Jaron Blossomgame,2018,83,15,1,3,0,1,0,0,0,2,3,0,0,0,0,0,4,1
Julian Washburn,2018,83,13,0,2,0,1,0,0,0,1,2,0,0,0,0,0,2,1
Rawle Alkins,2018,83,11,1,3,0,1,0,1,1,1,2,1,0,0,0,0,3,1
Charles Cooke,2017,83,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jared Terrell,2018,83,7,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
Marcus Derrickson,2018,83,5,1,3,0,1,0,0,0,0,1,0,0,0,0,0,4,1
Haywood Highsmith,2018,83,7,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1
Mustafa Shakur,2011,82,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1
Xavier Silas,2017,82,8,0,3,0,1,0,0,0,0,1,0,0,0,0,1,2,1
Derek Hood,1999,81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Harris,2009,81,8,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,1
Casper Ware,2013,80,12,2,4,0,2,0,0,0,1,1,1,0,0,0,1,5,1
